[INFO] [1773734523.529237902] [Ground]: ros2 node launch success:Ground!
[INFO] [1773735445.112321705] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735459.205723572] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735460.066553245] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735468.797750640] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735469.424548659] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735470.119399527] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735471.298945142] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735472.283278271] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735473.478846131] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735476.465298476] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735477.820859575] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735494.657101331] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735496.147859360] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735497.673045422] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735498.778522459] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735500.196183411] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773735574.716324995] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735852.214380576] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735853.497735483] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773735997.789663280] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736000.567291269] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736245.055065018] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736274.853295439] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736335.157869903] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736379.126083828] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736385.929183052] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736463.657046046] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736465.203884708] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736550.124062085] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736550.831334621] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736551.177955369] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736551.544495507] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736556.987846110] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736584.773015498] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736585.294287163] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736586.902972114] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736648.957206080] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773736760.019611284] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737102.420095160] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737113.189931027] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737114.283317237] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737114.771225382] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737114.989083233] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737115.308035283] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737115.786300903] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737115.903449877] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737116.256444824] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737116.579636746] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737117.005869228] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737117.402409063] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737153.650733084] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737155.165385314] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737264.137768667] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737268.315745901] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737268.762218935] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737268.986922319] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737269.191736332] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737269.378974977] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737269.516113438] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737269.675869348] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737269.879076270] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737270.274828421] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737270.466138640] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737270.638341004] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737270.836757993] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737271.000855407] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737271.182114979] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737287.173024026] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737488.968522558] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737490.119299417] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737491.344069117] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737492.406900178] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737550.250509867] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737555.471368076] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737638.650504474] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737640.499640740] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737641.376404934] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737643.420037995] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737644.383473545] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737645.931971126] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737646.469837360] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737646.833691049] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737647.225748207] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737651.454317104] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737652.487136879] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737653.346458064] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737653.871075260] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737655.055870695] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737656.210240336] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737901.060876678] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737911.849376169] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737913.069483183] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737914.452971272] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737915.003708385] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737917.025390767] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737918.621857151] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737919.393081632] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737919.781400241] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737921.083494059] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737922.166100338] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737923.146557302] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737924.005804543] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737924.764233202] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773737933.741535931] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738013.992313844] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738015.357582110] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738015.949032084] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738020.834947582] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738021.245662152] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738021.439274223] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738021.613607979] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738021.808030451] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738027.786673724] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738028.626559431] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738029.913230560] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738030.448873834] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738030.833556679] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738132.645364033] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738133.114860258] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738215.847251756] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738258.781433546] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738259.791389947] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738260.610398895] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738261.935082615] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738262.715762475] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738263.541762870] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738264.206253701] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738264.850662114] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738265.748958298] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738266.579988189] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738266.831988448] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738267.026017419] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738267.195338650] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738267.429367385] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738267.691479024] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738268.211626549] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738329.933703199] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738332.082041973] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738340.930948958] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738341.543384791] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738343.363363674] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738344.659040519] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738464.313837038] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738527.146561943] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738531.535440121] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738535.087092545] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738536.611656550] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738538.059888831] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738539.139292822] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738540.211441101] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738540.432285775] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738541.729269583] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738542.726305910] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738543.639230967] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738544.715988653] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738545.340525120] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738545.756510278] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738548.969389881] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738550.113062267] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738566.254666306] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738567.293936371] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738568.374543643] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773738570.295974629] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738572.144083190] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738573.206156738] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738574.173039297] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738575.127235022] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738576.066612330] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738576.773493505] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773738578.176761775] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739100.299503566] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739101.607568335] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739102.190130170] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739104.263733151] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739104.913970859] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739109.979349199] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739111.980004217] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773739113.295445211] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773739114.116938576] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773739116.361831273] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739117.444606584] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739118.467680234] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739119.179115261] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739119.802118642] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739276.611280549] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773739395.618892754] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773739396.759545867] [Ground]: land 发送成功 → 飞行站已调用：land服务
[INFO] [1773740019.758547306] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740024.793591475] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740026.018451226] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740132.653237073] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740133.999485716] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740134.433494495] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740207.983661722] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740210.772119183] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740218.685485040] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740219.556624766] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740219.886058426] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740220.109550642] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740220.301687892] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740220.464445976] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740220.653659814] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740220.834901343] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740334.237105987] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740461.046602689] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740484.092468119] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740484.952132033] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740485.387393679] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740485.603078504] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740485.876310051] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740486.037150438] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740486.257488279] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740486.498336312] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740486.723617333] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740486.947937591] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740487.180503076] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740487.383768336] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740487.719491706] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740487.840403572] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740488.043571643] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740488.232331388] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740488.434653189] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740488.658079967] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740559.838348304] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740585.256209533] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773740880.535390305] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741063.570766961] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741067.697194111] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741069.503006834] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741070.336257109] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741071.069482822] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741071.602712840] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741072.020936113] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741139.683318580] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741140.855595570] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
[INFO] [1773741141.543791334] [Ground]: takeoff 发送成功 → 飞行站已调用：takeoff服务
