[INFO] [1774272361.330681019] [Ground]: ros2 node launch success:Ground!
[INFO] [1774272367.750844173] [Ground]: G+02177-00391+00004 发送成功 → 飞行站已调用：G+02177-00391+00004服务
[INFO] [1774272373.113421602] [Ground]: G+02179-00390+00005 发送成功 → 飞行站已调用：G+02179-00390+00005服务
[INFO] [1774272374.924661423] [Ground]: G+02172-00393+00010 发送成功 → 飞行站已调用：G+02172-00393+00010服务
[INFO] [1774272377.270504242] [Ground]: G+02177-00391+00004 发送成功 → 飞行站已调用：G+02177-00391+00004服务
[INFO] [1774272380.683108771] [Ground]: G+02176-00394+00006 发送成功 → 飞行站已调用：G+02176-00394+00006服务
[INFO] [1774272383.196152398] [Ground]: G+00172+01607+00007 发送成功 → 飞行站已调用：G+00172+01607+00007服务
[INFO] [1774272384.315388740] [Ground]: G+00179+01607+00007 发送成功 → 飞行站已调用：G+00179+01607+00007服务
[INFO] [1774272393.626220388] [Ground]: G+00176-02391+00006 发送成功 → 飞行站已调用：G+00176-02391+00006服务
[INFO] [1774272397.466467788] [Ground]: G-01826-00396+00006 发送成功 → 飞行站已调用：G-01826-00396+00006服务
[INFO] [1774272399.146000048] [Ground]: G-01826-00396+00008 发送成功 → 飞行站已调用：G-01826-00396+00008服务
[INFO] [1774272400.930091674] [Ground]: G-01830-00393+00010 发送成功 → 飞行站已调用：G-01830-00393+00010服务
[INFO] [1774272402.079770428] [Ground]: G-01820-00392+00006 发送成功 → 飞行站已调用：G-01820-00392+00006服务
[INFO] [1774272406.811722865] [Ground]: G-01826-00395+00007 发送成功 → 飞行站已调用：G-01826-00395+00007服务
