[INFO] [1774272844.570498622] [Ground]: ros2 node launch success:Ground!
[INFO] [1774272853.664730201] [Ground]: G+02165-00395+00015 发送成功 → 飞行站已调用：G+02165-00395+00015服务
[INFO] [1774272855.372998332] [Ground]: G+02167-00397+00017 发送成功 → 飞行站已调用：G+02167-00397+00017服务
[INFO] [1774272856.072040711] [Ground]: G+02168-00398+00019 发送成功 → 飞行站已调用：G+02168-00398+00019服务
[INFO] [1774272907.242904153] [Ground]: G+00145-02408+00028 发送成功 → 飞行站已调用：G+00145-02408+00028服务
[INFO] [1774272910.514166634] [Ground]: G+00142-02410+00025 发送成功 → 飞行站已调用：G+00142-02410+00025服务
[INFO] [1774272913.463461271] [Ground]: G+00143-02408+00029 发送成功 → 飞行站已调用：G+00143-02408+00029服务
[INFO] [1774272914.749848754] [Ground]: G+00143-02405+00028 发送成功 → 飞行站已调用：G+00143-02405+00028服务
[INFO] [1774272915.325702110] [Ground]: G+00141-02409+00029 发送成功 → 飞行站已调用：G+00141-02409+00029服务
[INFO] [1774272915.861378315] [Ground]: G+00142-02409+00028 发送成功 → 飞行站已调用：G+00142-02409+00028服务
[INFO] [1774272916.315019680] [Ground]: G+00143-02409+00029 发送成功 → 飞行站已调用：G+00143-02409+00029服务
[INFO] [1774273181.915566165] [Ground]: G+01999+00001+00003 发送成功 → 飞行站已调用：G+01999+00001+00003服务
[INFO] [1774273181.943587862] [Ground]: MCU2 send back: +01999+00001+00003
[INFO] [1774273188.076732795] [Ground]: G+00002+00001+00003 发送成功 → 飞行站已调用：G+00002+00001+00003服务
[INFO] [1774273188.102261785] [Ground]: MCU2 send back: +00002+00001+00003
[INFO] [1774273197.880527590] [Ground]: G-02000+00002+00003 发送成功 → 飞行站已调用：G-02000+00002+00003服务
[INFO] [1774273197.901120985] [Ground]: MCU2 send back: -02000+00002+00003
[INFO] [1774273202.907973625] [Ground]: G+00002+02003+00003 发送成功 → 飞行站已调用：G+00002+02003+00003服务
[INFO] [1774273202.936625494] [Ground]: MCU2 send back: +00002+02003+00003
